purchase_id,product_id,customer_id,purchase_date,quantity
2076,2,24,2024-08-05,9
2077,34,12,2024-08-20,9
2078,22,5,2024-08-20,5
2079,11,7,2024-08-10,2
2080,45,40,2024-08-16,2
2081,1,31,2024-08-24,6
2082,4,28,2024-08-23,5
2083,49,33,2024-08-31,1
2084,45,3,2024-08-24,5
2085,7,31,2024-08-05,8
2086,39,37,2024-08-04,7
2087,19,3,2024-08-09,9
2088,16,32,2024-08-29,7
2089,45,26,2024-08-06,9
2090,25,50,2024-08-27,9
2091,6,21,2024-08-10,10
2092,27,31,2024-08-22,6
2093,17,13,2024-08-14,4
2094,31,2,2024-08-11,6
2095,34,2,2024-08-11,1
2096,12,27,2024-08-13,1
2097,40,34,2024-08-05,5
2098,23,14,2024-08-15,2
2099,43,15,2024-08-01,3
2100,44,31,2024-08-19,1
2101,32,36,2024-08-21,9
2102,35,9,2024-08-08,8
2103,47,2,2024-08-30,8
2104,44,21,2024-08-08,1
2105,34,9,2024-08-20,5
2106,35,47,2024-08-03,7
2107,4,18,2024-08-25,8
2108,10,5,2024-08-21,1
2109,47,33,2024-08-08,8
2110,23,39,2024-08-23,3
2111,40,15,2024-08-09,9
2112,34,29,2024-08-18,7
2113,31,13,2024-08-24,6
2114,45,25,2024-08-16,8
2115,47,39,2024-08-14,6
2116,8,15,2024-08-10,4
2117,39,7,2024-08-01,2
2118,35,6,2024-08-13,2
2119,45,12,2024-08-14,1
2120,9,43,2024-08-02,8
2121,4,50,2024-08-15,5
2122,1,38,2024-08-06,9
2123,6,3,2024-08-07,8
2124,39,31,2024-08-24,6
2125,15,22,2024-08-22,3
2126,45,3,2024-08-15,4
2127,47,34,2024-08-14,8
2128,8,10,2024-08-29,7
2129,15,7,2024-08-12,1
2130,43,43,2024-08-17,9
2131,44,45,2024-08-09,3
2132,25,19,2024-08-21,6
2133,2,5,2024-08-29,5
2134,31,22,2024-08-06,6
2135,11,41,2024-08-17,5
2136,35,15,2024-08-30,7
2137,49,2,2024-08-16,8
2138,30,13,2024-08-04,6
2139,35,38,2024-08-26,8
2140,22,25,2024-08-13,2
2141,14,48,2024-08-14,9
2142,39,8,2024-08-19,5
2143,36,35,2024-08-20,9
2144,27,18,2024-08-04,9
2145,29,47,2024-08-10,1
2146,45,32,2024-08-11,6
2147,23,23,2024-08-11,8
2148,5,20,2024-08-19,4
2149,36,43,2024-08-04,9
2150,40,47,2024-08-30,5
2151,19,33,2024-08-21,3
2152,25,39,2024-08-13,6
2153,25,27,2024-08-27,5
2154,15,28,2024-08-30,10
2155,14,27,2024-08-08,5
2156,46,22,2024-08-14,10
2157,48,8,2024-08-29,3
2158,48,3,2024-08-12,10
2159,15,45,2024-08-21,7
2160,26,47,2024-08-03,6
2161,2,45,2024-08-17,9
2162,3,33,2024-08-04,9
2163,10,4,2024-08-24,4
2164,47,33,2024-08-08,2
2165,23,32,2024-08-03,9
2166,4,30,2024-08-30,5
2167,42,6,2024-08-25,5
2168,27,23,2024-08-14,3
2169,49,36,2024-08-14,8
2170,15,20,2024-08-11,2
2171,32,48,2024-08-24,7
2172,20,23,2024-08-20,8
2173,35,39,2024-08-08,8
2174,18,29,2024-08-20,7
2175,16,36,2024-08-20,6
2176,10,42,2024-08-01,4
2177,8,27,2024-08-21,5
2178,29,4,2024-08-28,4
2179,27,19,2024-08-02,5
2180,48,39,2024-08-25,6
2181,33,16,2024-08-11,5
2182,26,26,2024-08-14,8
2183,47,31,2024-08-27,2
2184,35,50,2024-08-23,7
2185,44,7,2024-08-23,10
2186,40,19,2024-08-14,8
2187,28,14,2024-08-23,6
2188,25,11,2024-08-13,1
2189,10,30,2024-08-28,4
2190,13,22,2024-08-02,2
2191,24,29,2024-08-14,2
2192,41,45,2024-08-20,2
2193,5,38,2024-08-10,5
2194,34,23,2024-08-26,4
2195,14,4,2024-08-24,4
2196,32,42,2024-08-09,7
2197,14,2,2024-08-20,8
2198,10,26,2024-08-02,8
2199,29,40,2024-08-05,6
2200,18,14,2024-08-09,5
2201,43,44,2024-08-31,3
2202,6,41,2024-08-12,5
2203,32,20,2024-08-03,5
2204,36,16,2024-08-11,3
2205,30,50,2024-08-05,5
2206,20,4,2024-08-11,4
2207,44,43,2024-08-10,5
2208,4,49,2024-08-05,1
2209,36,15,2024-08-25,9
2210,49,19,2024-08-04,10
2211,45,40,2024-08-09,9
2212,1,21,2024-08-25,8
2213,37,4,2024-08-04,9
2214,31,32,2024-08-21,8
2215,28,41,2024-08-06,10
2216,3,14,2024-08-06,2
2217,40,26,2024-08-19,5
2218,12,12,2024-08-31,9
2219,30,31,2024-08-10,8
2220,30,18,2024-08-22,9
2221,32,3,2024-08-18,3
2222,41,30,2024-08-19,2
2223,27,29,2024-08-05,2
2224,24,16,2024-08-05,4
2225,41,33,2024-08-29,7
2226,45,48,2024-08-26,9
2227,39,18,2024-08-09,5
2228,14,46,2024-08-11,10
2229,39,35,2024-08-14,10
2230,12,11,2024-08-29,3
2231,18,3,2024-08-12,4
2232,35,9,2024-08-12,8
2233,29,40,2024-08-21,6
2234,19,50,2024-08-14,8
2235,38,7,2024-08-31,7
2236,10,23,2024-08-27,10
2237,35,31,2024-08-08,8
2238,32,9,2024-08-08,6
2239,18,33,2024-08-06,9
2240,4,8,2024-08-15,1
2241,5,2,2024-08-25,2
2242,28,15,2024-08-01,4
2243,2,34,2024-08-21,1
2244,17,31,2024-08-04,9
2245,35,31,2024-08-08,5
2246,8,1,2024-08-31,2
2247,10,16,2024-08-16,7
2248,5,19,2024-08-23,3
2249,12,4,2024-08-13,4
2250,41,30,2024-08-03,4
2251,5,2,2024-08-03,8
2252,18,24,2024-08-08,8
2253,2,46,2024-08-20,1
2254,37,5,2024-08-02,2
2255,33,50,2024-08-03,9
2256,43,8,2024-08-02,7
2257,19,32,2024-08-12,8
2258,2,47,2024-08-07,5
2259,25,31,2024-08-20,9
2260,3,25,2024-08-14,1
2261,23,33,2024-08-31,9
2262,42,5,2024-08-24,8
2263,35,1,2024-08-19,8
2264,45,39,2024-08-03,7
2265,5,10,2024-08-13,6
2266,45,45,2024-08-08,10
2267,6,15,2024-08-08,2
2268,35,28,2024-08-16,2
2269,33,22,2024-08-01,8
2270,47,9,2024-08-19,5
2271,25,50,2024-08-17,3
2272,10,26,2024-08-30,2
2273,4,10,2024-08-18,8
2274,41,48,2024-08-31,7
2275,31,43,2024-08-12,7
2276,33,13,2024-08-16,2
2277,37,38,2024-08-05,6
2278,44,17,2024-08-09,9
2279,31,27,2024-08-08,7
2280,2,18,2024-08-09,6
2281,26,15,2024-08-23,1
2282,25,14,2024-08-01,4
2283,21,29,2024-08-08,7
2284,13,43,2024-08-02,9
2285,15,7,2024-08-24,2
2286,22,20,2024-08-30,10
2287,8,37,2024-08-04,10
2288,40,20,2024-08-22,7
2289,48,31,2024-08-11,2
2290,29,10,2024-08-22,8
2291,37,50,2024-08-24,6
2292,17,32,2024-08-01,9
2293,48,46,2024-08-22,2
2294,10,7,2024-08-07,7
2295,45,34,2024-08-01,1
2296,1,13,2024-08-09,5
2297,30,25,2024-08-05,10
2298,21,11,2024-08-08,9
2299,35,41,2024-08-01,9
2300,6,44,2024-08-24,3
2301,30,6,2024-08-07,5
2302,13,28,2024-08-21,8
2303,20,33,2024-08-05,4
2304,3,46,2024-08-30,2
2305,43,28,2024-08-28,7
2306,32,43,2024-08-01,2
2307,40,36,2024-08-20,7
2308,34,34,2024-08-22,10
2309,36,40,2024-08-18,2
2310,15,12,2024-08-11,6
2311,31,18,2024-08-07,8
2312,33,20,2024-08-06,7
2313,37,39,2024-08-22,5
2314,31,41,2024-08-21,5
2315,46,32,2024-08-17,1
2316,41,31,2024-08-22,9
2317,16,15,2024-08-24,9
2318,45,4,2024-08-17,2
2319,12,31,2024-08-04,5
2320,15,5,2024-08-15,6
2321,31,47,2024-08-20,10
2322,1,8,2024-08-27,9
2323,40,10,2024-08-12,5
2324,15,2,2024-08-06,9
2325,12,19,2024-08-30,5
2326,21,43,2024-08-29,4
2327,27,45,2024-08-25,2
2328,32,17,2024-08-06,7
2329,35,43,2024-08-24,3
2330,9,17,2024-08-21,9
2331,14,8,2024-08-29,6
2332,15,29,2024-08-20,3
2333,28,7,2024-08-12,7
2334,29,34,2024-08-13,2
2335,11,39,2024-08-28,3
2336,45,26,2024-08-26,6
2337,41,15,2024-08-05,4
2338,19,2,2024-08-08,3
2339,4,11,2024-08-23,1
2340,24,49,2024-08-14,3
2341,40,48,2024-08-15,7
2342,38,7,2024-08-30,10
2343,19,2,2024-08-22,7
2344,46,15,2024-08-04,3
2345,8,12,2024-08-11,2
2346,37,13,2024-08-01,4
2347,37,21,2024-08-20,7
2348,13,48,2024-08-05,3
2349,37,12,2024-08-13,10
2350,12,49,2024-08-30,10
2351,23,34,2024-08-29,7
2352,34,15,2024-08-30,8
2353,29,46,2024-08-16,8
2354,30,43,2024-08-11,5
2355,2,22,2024-08-07,2
2356,26,44,2024-08-21,8
2357,23,35,2024-08-18,7
2358,26,11,2024-08-07,5
2359,44,46,2024-08-10,4
2360,36,50,2024-08-26,10
2361,40,37,2024-08-31,8
2362,14,30,2024-08-10,9
2363,14,36,2024-08-08,5
2364,44,15,2024-08-31,2
2365,47,50,2024-08-24,2
2366,33,32,2024-08-24,4
2367,31,30,2024-08-23,1
2368,8,38,2024-08-25,5
2369,5,17,2024-08-17,4
2370,49,16,2024-08-22,3
2371,11,8,2024-08-20,3
2372,4,37,2024-08-16,5
2373,6,25,2024-08-08,3
2374,30,4,2024-08-17,3
2375,41,27,2024-08-25,2
2376,4,46,2024-08-16,7
2377,26,44,2024-08-30,4
2378,37,33,2024-08-17,5
2379,23,22,2024-08-19,4
2380,10,26,2024-08-04,10
2381,27,32,2024-08-16,1
2382,32,21,2024-08-07,8
2383,26,43,2024-08-19,7
2384,8,21,2024-08-06,8
2385,12,39,2024-08-07,1
2386,41,46,2024-08-21,2
2387,40,47,2024-08-20,2
2388,39,17,2024-08-23,8
2389,8,50,2024-08-12,8
2390,23,3,2024-08-09,4
2391,2,47,2024-08-25,6
2392,5,46,2024-08-15,2
2393,6,12,2024-08-05,6
2394,34,21,2024-08-26,3
2395,42,43,2024-08-01,6
2396,8,5,2024-08-26,6
2397,39,10,2024-08-17,8
2398,3,44,2024-08-04,7
2399,11,22,2024-08-20,10
2400,20,44,2024-08-31,9
2401,36,2,2024-08-21,6
2402,15,11,2024-08-05,8
2403,22,4,2024-08-20,8
2404,4,37,2024-08-20,7
2405,10,1,2024-08-18,6
2406,31,33,2024-08-24,10
2407,31,10,2024-08-09,5
2408,20,50,2024-08-21,3
2409,28,14,2024-08-04,2
2410,33,44,2024-08-13,8
2411,23,27,2024-08-04,8
2412,3,19,2024-08-01,9
2413,28,18,2024-08-18,8
2414,44,42,2024-08-18,9
2415,21,40,2024-08-02,8
2416,38,12,2024-08-04,4
2417,11,45,2024-08-13,5
2418,41,24,2024-08-02,7
2419,18,18,2024-08-09,10
2420,3,21,2024-08-03,8
2421,39,26,2024-08-26,1
2422,11,20,2024-08-23,3
2423,19,2,2024-08-01,4
2424,14,12,2024-08-09,9
2425,21,48,2024-08-13,2
2426,7,23,2024-08-17,6
2427,13,30,2024-08-30,7
2428,11,23,2024-08-14,3
2429,6,20,2024-08-14,1
2430,17,33,2024-08-31,5
2431,35,10,2024-08-15,9
2432,3,10,2024-08-02,8
2433,45,25,2024-08-07,8
2434,41,6,2024-08-29,4
2435,49,6,2024-08-19,10
2436,49,34,2024-08-26,8
2437,5,31,2024-08-25,5
2438,38,15,2024-08-27,8
2439,30,11,2024-08-16,4
2440,28,11,2024-08-13,2
2441,1,15,2024-08-20,5
2442,46,9,2024-08-25,1
2443,36,28,2024-08-30,4
2444,23,32,2024-08-15,5
2445,44,27,2024-08-09,1
2446,24,42,2024-08-23,2
2447,34,32,2024-08-05,8
2448,1,9,2024-08-05,10
2449,48,26,2024-08-30,6
2450,35,42,2024-08-07,7
2451,49,34,2024-08-29,2
2452,22,30,2024-08-15,5
2453,27,39,2024-08-24,4
2454,13,20,2024-08-19,2
2455,40,47,2024-08-27,9
2456,27,2,2024-08-19,1
2457,48,4,2024-08-20,3
2458,11,36,2024-08-12,9
2459,47,36,2024-08-16,4
2460,3,32,2024-08-16,10
2461,5,37,2024-08-07,8
2462,46,8,2024-08-09,7
2463,19,11,2024-08-08,8
2464,41,8,2024-08-14,9
2465,37,40,2024-08-04,4
2466,11,32,2024-08-04,5
2467,6,45,2024-08-10,7
2468,39,7,2024-08-28,2
2469,45,21,2024-08-17,1
2470,13,27,2024-08-29,1
2471,33,45,2024-08-26,8
2472,40,45,2024-08-18,2
2473,3,49,2024-08-26,4
2474,43,29,2024-08-11,3
2475,12,4,2024-08-13,6
2476,26,32,2024-08-19,10
2477,35,27,2024-08-30,7
2478,19,17,2024-08-06,4
2479,8,40,2024-08-03,2
2480,25,35,2024-08-06,1
2481,42,29,2024-08-28,7
2482,3,15,2024-08-11,9
2483,47,20,2024-08-21,2
2484,12,34,2024-08-02,9
2485,19,48,2024-08-15,5
2486,38,22,2024-08-31,1
2487,2,37,2024-08-03,5
2488,21,12,2024-08-04,5
2489,42,45,2024-08-12,3
2490,20,35,2024-08-05,7
2491,37,23,2024-08-16,1
2492,2,19,2024-08-07,2
2493,30,47,2024-08-23,5
2494,26,6,2024-08-10,5
2495,22,48,2024-08-27,1
2496,40,27,2024-08-10,1
2497,44,42,2024-08-21,8
2498,42,18,2024-08-07,9
2499,28,23,2024-08-08,5
2500,21,15,2024-08-06,8
2501,48,30,2024-08-23,8
2502,1,16,2024-08-21,1
2503,44,1,2024-08-05,9
2504,20,44,2024-08-14,1
2505,17,21,2024-08-06,3
2506,49,47,2024-08-09,2
2507,40,1,2024-08-21,7
2508,49,13,2024-08-24,5
2509,22,16,2024-08-29,2
2510,9,1,2024-08-16,9
2511,27,31,2024-08-02,1
2512,9,30,2024-08-05,2
2513,27,5,2024-08-23,8
2514,18,8,2024-08-18,7
2515,3,2,2024-08-28,4
2516,45,41,2024-08-19,7
2517,8,15,2024-08-12,9
2518,38,15,2024-08-26,3
2519,5,30,2024-08-30,3
2520,27,42,2024-08-01,10
2521,30,35,2024-08-15,2
2522,30,32,2024-08-15,10
2523,5,45,2024-08-18,7
2524,46,15,2024-08-18,1
2525,8,11,2024-08-21,5
2526,1,43,2024-08-19,10
2527,6,42,2024-08-06,2
2528,49,10,2024-08-04,2
2529,39,28,2024-08-04,5
2530,40,4,2024-08-23,4
2531,1,22,2024-08-16,3
2532,28,30,2024-08-07,3
2533,45,37,2024-08-14,8
2534,42,11,2024-08-21,5
2535,10,31,2024-08-10,6
2536,11,8,2024-08-02,9
2537,49,28,2024-08-12,9
2538,42,38,2024-08-17,4
2539,1,18,2024-08-01,2
2540,20,8,2024-08-13,7
2541,14,44,2024-08-09,8
2542,1,25,2024-08-02,3
2543,36,22,2024-08-01,8
2544,8,18,2024-08-26,6
2545,21,18,2024-08-29,7
2546,8,42,2024-08-19,1
2547,38,20,2024-08-15,1
2548,23,4,2024-08-13,6
2549,26,40,2024-08-07,1
2550,36,23,2024-08-13,7
2551,44,23,2024-08-30,2
2552,14,48,2024-08-03,6
2553,17,2,2024-08-07,6
2554,9,15,2024-08-22,1
2555,37,27,2024-08-19,6
2556,11,1,2024-08-01,4
2557,11,15,2024-08-11,5
2558,28,21,2024-08-13,7
2559,7,29,2024-08-23,6
2560,45,47,2024-08-06,6
2561,20,41,2024-08-22,5
2562,18,35,2024-08-05,1
2563,43,9,2024-08-26,9
2564,27,22,2024-08-19,10
2565,1,25,2024-08-05,5
2566,43,3,2024-08-21,5
2567,11,29,2024-08-18,3
2568,37,4,2024-08-02,5
2569,14,31,2024-08-20,6
2570,11,45,2024-08-24,9
2571,17,17,2024-08-08,6
2572,5,35,2024-08-25,2
2573,35,38,2024-08-05,8
2574,46,41,2024-08-23,6
2575,11,1,2024-08-06,4
2576,29,16,2024-08-05,5
2577,37,20,2024-08-24,6
2578,44,21,2024-08-15,10
2579,35,10,2024-08-16,3
2580,42,42,2024-08-31,3
2581,26,43,2024-08-19,3
2582,22,19,2024-08-10,3
2583,7,18,2024-08-24,3
2584,25,45,2024-08-14,3
2585,23,22,2024-08-13,10
2586,8,40,2024-08-24,2
2587,33,37,2024-08-14,4
2588,20,38,2024-08-26,10
2589,15,37,2024-08-22,6
2590,28,2,2024-08-17,4
2591,35,39,2024-08-03,4
2592,26,49,2024-08-15,6
2593,18,22,2024-08-20,2
2594,33,41,2024-08-29,10
2595,34,43,2024-08-06,6
2596,47,29,2024-08-17,2
2597,34,14,2024-08-29,8
2598,24,45,2024-08-27,10
2599,1,24,2024-08-21,5
2600,26,6,2024-08-02,5
2601,44,24,2024-08-09,9
2602,9,28,2024-08-08,4
2603,25,12,2024-08-30,8
2604,24,48,2024-08-20,8
2605,31,15,2024-08-26,3
2606,12,48,2024-08-27,9
2607,46,44,2024-08-13,10
2608,37,11,2024-08-03,5
2609,4,35,2024-08-08,7
2610,13,12,2024-08-10,2
2611,43,13,2024-08-22,9
2612,42,11,2024-08-14,2
2613,13,4,2024-08-31,8
2614,17,24,2024-08-05,3
2615,28,25,2024-08-30,3
2616,43,50,2024-08-09,9
2617,42,19,2024-08-13,8
2618,49,2,2024-08-16,5
2619,44,48,2024-08-31,10
2620,14,29,2024-08-10,9
2621,28,18,2024-08-05,4
2622,6,33,2024-08-01,6
2623,3,22,2024-08-29,7
2624,12,28,2024-08-11,3
2625,8,32,2024-08-18,10
2626,14,44,2024-08-14,7
2627,39,10,2024-08-15,2
2628,16,20,2024-08-06,4
2629,45,5,2024-08-03,5
2630,40,49,2024-08-09,1
2631,18,33,2024-08-12,3
2632,38,4,2024-08-25,1
2633,4,13,2024-08-19,8
2634,32,2,2024-08-09,1
2635,31,4,2024-08-19,4
2636,40,16,2024-08-09,7
2637,36,20,2024-08-26,6
2638,6,31,2024-08-15,7
2639,3,2,2024-08-17,7
2640,35,45,2024-08-06,8
2641,45,29,2024-08-26,2
2642,36,29,2024-08-24,4
2643,12,48,2024-08-08,1
2644,9,9,2024-08-24,5
2645,45,26,2024-08-06,1
2646,46,14,2024-08-09,6
2647,30,26,2024-08-07,1
2648,17,27,2024-08-01,8
2649,25,41,2024-08-04,5
2650,20,44,2024-08-19,4
2651,22,23,2024-08-15,3
2652,26,8,2024-08-14,2
2653,7,5,2024-08-21,2
2654,33,15,2024-08-10,9
2655,17,9,2024-08-16,4
2656,11,20,2024-08-29,7
2657,7,48,2024-08-22,4
2658,43,30,2024-08-09,1
2659,32,18,2024-08-26,1
2660,36,25,2024-08-30,4
2661,33,3,2024-08-31,7
2662,27,48,2024-08-08,7
2663,42,46,2024-08-23,8
2664,40,45,2024-08-31,5
2665,44,11,2024-08-19,4
2666,36,24,2024-08-12,10
2667,1,5,2024-08-15,10
2668,26,42,2024-08-16,10
2669,47,28,2024-08-12,8
2670,44,46,2024-08-16,5
2671,6,15,2024-08-28,2
2672,10,9,2024-08-16,4
2673,3,14,2024-08-17,6
2674,47,18,2024-08-13,4
2675,19,25,2024-08-23,9
2676,39,28,2024-08-28,3
2677,27,33,2024-08-21,6
2678,47,9,2024-08-26,4
2679,24,41,2024-08-06,4
2680,44,20,2024-08-25,4
2681,44,36,2024-08-25,1
2682,18,2,2024-08-18,10
2683,40,38,2024-08-03,5
2684,2,14,2024-08-05,2
2685,21,25,2024-08-13,9
2686,10,42,2024-08-04,9
2687,39,30,2024-08-19,1
2688,43,28,2024-08-16,3
2689,36,22,2024-08-07,5
2690,32,3,2024-08-30,8
2691,16,11,2024-08-04,5
2692,42,27,2024-08-17,9
2693,33,18,2024-08-27,2
2694,16,8,2024-08-11,10
2695,3,17,2024-08-31,1
2696,41,7,2024-08-06,8
2697,18,20,2024-08-06,5
2698,9,13,2024-08-29,5
2699,15,35,2024-08-12,6
2700,15,39,2024-08-03,5
2701,15,17,2024-08-14,6
2702,39,22,2024-08-21,6
2703,23,12,2024-08-09,7
2704,29,1,2024-08-12,2
2705,49,46,2024-08-16,8
2706,35,47,2024-08-02,4
2707,24,14,2024-08-28,10
2708,46,36,2024-08-21,6
2709,22,18,2024-08-28,5
2710,15,27,2024-08-17,4
2711,43,5,2024-08-01,3
2712,44,2,2024-08-12,6
2713,38,37,2024-08-13,7
2714,45,37,2024-08-11,3
2715,41,29,2024-08-24,6
2716,4,44,2024-08-02,10
2717,19,3,2024-08-29,1
2718,34,7,2024-08-04,1
2719,40,20,2024-08-06,4
2720,2,25,2024-08-11,7
2721,27,45,2024-08-06,7
2722,22,49,2024-08-04,4
2723,26,8,2024-08-07,4
2724,4,6,2024-08-02,2
2725,7,11,2024-08-09,2
2726,26,1,2024-08-20,3
2727,41,1,2024-08-03,10
2728,5,22,2024-08-06,8
2729,32,46,2024-08-07,2
2730,5,33,2024-08-05,7
2731,46,45,2024-08-26,4
2732,32,42,2024-08-31,9
2733,17,45,2024-08-03,9
2734,43,23,2024-08-11,6
2735,38,5,2024-08-10,8
2736,38,34,2024-08-24,3
2737,9,11,2024-08-16,8
2738,35,2,2024-08-21,8
2739,30,22,2024-08-05,4
2740,21,50,2024-08-08,6
2741,10,43,2024-08-24,5
2742,5,37,2024-08-26,4
2743,30,39,2024-08-13,8
2744,11,21,2024-08-10,10
2745,38,9,2024-08-20,7
2746,47,43,2024-08-08,7
2747,2,41,2024-08-20,4
2748,45,17,2024-08-06,4
2749,49,26,2024-08-31,10
2750,14,2,2024-08-01,9
2751,10,25,2024-08-17,9
2752,32,6,2024-08-31,1
2753,20,15,2024-08-27,5
2754,5,3,2024-08-20,5
2755,10,40,2024-08-12,5
2756,12,12,2024-08-03,6
2757,20,23,2024-08-18,6
2758,26,30,2024-08-31,1
2759,43,4,2024-08-25,7
2760,20,27,2024-08-21,7
2761,30,30,2024-08-11,1
2762,29,4,2024-08-14,4
2763,24,45,2024-08-12,9
2764,8,13,2024-08-04,1
2765,7,37,2024-08-21,10
2766,49,38,2024-08-06,2
2767,3,12,2024-08-01,8
2768,19,20,2024-08-18,5
2769,4,7,2024-08-21,3
2770,22,20,2024-08-08,5
2771,37,49,2024-08-16,4
2772,35,9,2024-08-27,3
2773,46,42,2024-08-08,8
2774,44,46,2024-08-12,2
2775,36,40,2024-08-08,3
2776,4,22,2024-08-30,10
2777,49,22,2024-08-07,5
2778,11,16,2024-08-29,5
2779,28,12,2024-08-17,3
2780,27,7,2024-08-18,6
2781,19,26,2024-08-05,4
2782,9,31,2024-08-01,1
2783,16,27,2024-08-13,4
2784,39,43,2024-08-02,7
2785,47,38,2024-08-25,7
2786,29,22,2024-08-13,7
2787,6,2,2024-08-13,7
2788,33,50,2024-08-26,1
2789,9,47,2024-08-22,8
2790,24,9,2024-08-27,2
2791,35,24,2024-08-05,5
2792,26,17,2024-08-21,8
2793,6,34,2024-08-01,2
2794,48,10,2024-08-28,5
2795,1,12,2024-08-23,5
2796,34,22,2024-08-30,3
2797,18,29,2024-08-07,5
2798,36,38,2024-08-30,6
2799,41,20,2024-08-10,3
2800,38,19,2024-08-18,7
2801,1,15,2024-08-07,8
2802,48,40,2024-08-02,7
2803,31,34,2024-08-17,4
2804,28,25,2024-08-02,5
2805,20,23,2024-08-03,5
2806,46,19,2024-08-18,6
2807,35,49,2024-08-17,3
2808,41,10,2024-08-05,3
2809,45,21,2024-08-12,2
2810,10,2,2024-08-25,2
2811,42,4,2024-08-06,1
2812,40,20,2024-08-31,6
2813,38,27,2024-08-03,7
2814,42,21,2024-08-17,8
2815,37,14,2024-08-03,2
2816,3,34,2024-08-14,8
2817,31,31,2024-08-31,10
2818,1,48,2024-08-04,1
2819,42,38,2024-08-21,7
2820,1,38,2024-08-15,10
2821,34,5,2024-08-10,7
2822,15,13,2024-08-09,2
2823,3,40,2024-08-19,4
2824,27,16,2024-08-17,8
2825,32,26,2024-08-26,9
2826,13,33,2024-08-30,10
2827,5,34,2024-08-17,8
2828,2,25,2024-08-21,5
2829,29,13,2024-08-10,1
2830,35,8,2024-08-19,8
2831,20,40,2024-08-01,7
2832,28,35,2024-08-22,2
2833,20,31,2024-08-11,10
2834,16,17,2024-08-30,3
2835,7,35,2024-08-01,7
2836,22,6,2024-08-06,9
2837,27,43,2024-08-07,9
2838,5,35,2024-08-21,6
2839,41,1,2024-08-27,3
2840,35,17,2024-08-04,10
2841,27,4,2024-08-18,9
2842,17,44,2024-08-12,1
2843,23,22,2024-08-19,6
2844,1,37,2024-08-24,2
2845,18,39,2024-08-05,1
2846,15,33,2024-08-10,4
2847,38,38,2024-08-12,7
2848,43,36,2024-08-01,7
2849,29,22,2024-08-28,2
2850,28,32,2024-08-27,5
2851,6,50,2024-08-19,9
2852,39,31,2024-08-13,5
2853,39,13,2024-08-11,1
2854,3,15,2024-08-31,1
2855,47,12,2024-08-27,8
2856,37,29,2024-08-04,8
2857,15,6,2024-08-08,8
2858,14,41,2024-08-02,10
2859,41,2,2024-08-01,1
2860,49,24,2024-08-30,2
2861,17,26,2024-08-18,5
2862,28,17,2024-08-02,7
2863,9,32,2024-08-10,3
2864,36,10,2024-08-27,8
2865,37,29,2024-08-25,6
2866,31,16,2024-08-22,7
2867,1,12,2024-08-31,10
2868,5,24,2024-08-11,2
2869,14,21,2024-08-18,10
2870,13,26,2024-08-20,1
2871,49,30,2024-08-01,3
2872,15,2,2024-08-18,5
2873,40,6,2024-08-07,7
2874,10,36,2024-08-08,7
2875,18,38,2024-08-13,3
2876,31,49,2024-08-27,10
2877,25,25,2024-08-14,6
2878,44,3,2024-08-28,1
2879,19,9,2024-08-19,3
2880,24,21,2024-08-26,7
2881,35,21,2024-08-25,6
2882,7,34,2024-08-23,9
2883,16,48,2024-08-10,6
2884,3,15,2024-08-20,1
2885,10,40,2024-08-04,1
2886,46,40,2024-08-25,3
2887,49,40,2024-08-19,8
2888,26,1,2024-08-09,9
2889,48,9,2024-08-18,6
2890,22,13,2024-08-13,7
2891,31,49,2024-08-09,7
2892,29,50,2024-08-05,7
2893,3,32,2024-08-08,2
2894,11,50,2024-08-11,10
2895,34,40,2024-08-06,9
2896,15,25,2024-08-25,10
2897,22,27,2024-08-26,6
2898,18,39,2024-08-22,6
2899,22,39,2024-08-09,10
2900,27,6,2024-08-25,8
2901,36,21,2024-08-23,7
2902,6,49,2024-08-11,10
2903,10,14,2024-08-01,1
2904,42,29,2024-08-19,3
2905,3,26,2024-08-22,7
2906,48,28,2024-08-18,3
2907,10,23,2024-08-17,4
2908,7,48,2024-08-14,4
2909,30,6,2024-08-23,5
2910,28,41,2024-08-24,9
2911,47,11,2024-08-11,8
2912,15,39,2024-08-26,2
2913,25,5,2024-08-10,7
2914,16,25,2024-08-09,5
2915,10,22,2024-08-04,5
2916,43,26,2024-08-12,9
2917,34,10,2024-08-27,2
2918,13,28,2024-08-01,3
2919,48,39,2024-08-03,7
2920,33,46,2024-08-24,6
2921,49,42,2024-08-21,1
2922,45,42,2024-08-20,10
2923,24,14,2024-08-25,7
2924,25,15,2024-08-05,9
2925,29,35,2024-08-04,6
2926,21,29,2024-08-29,1
2927,35,45,2024-08-09,6
2928,32,33,2024-08-05,2
2929,34,37,2024-08-31,3
2930,37,16,2024-08-10,7
2931,34,25,2024-08-27,10
2932,4,49,2024-08-26,3
2933,34,34,2024-08-31,7
2934,37,6,2024-08-17,8
2935,48,21,2024-08-06,4
2936,46,28,2024-08-04,5
2937,37,46,2024-08-23,10
2938,33,28,2024-08-10,4
2939,19,8,2024-08-06,9
2940,23,29,2024-08-10,5
2941,27,10,2024-08-06,4
2942,10,25,2024-08-18,8
2943,32,14,2024-08-19,3
2944,13,16,2024-08-02,1
2945,24,28,2024-08-19,10
2946,35,19,2024-08-31,10
2947,18,28,2024-08-30,4
2948,23,46,2024-08-25,6
